SourceRow,Amount,Tip,Gender,Smoker,Day,Time,Partysize,AnalysisReady,TipRatePct,CorePartySize,PerHead,DuplicateBlock,TipSuspect,TipEntryError,TipRateSensitivity
262,40.45,4.85,Male,Yes,Thur,Dinner,4.0,True,11.99011124845488,True,10.1125,False,False,False,True
263,33.76,3.29,Female,No,Sat,Dinner,3.0,True,9.745260663507109,True,11.253333333333332,False,False,False,True
264,29.87,3.7,Female,,Sun,Dinner,45.0,True,12.387010378305993,False,,False,False,False,True
265,18.98,1.8,Female,Yes,,Lunch,2.0,True,9.483667017913593,True,9.49,False,False,False,True
266,8.88,1.5,Male,Yes,Sun,Dinner,1.0,True,16.89189189189189,True,8.88,False,False,False,True
267,13.89,2.38,Female,No,Fri,Lunch,2.0,True,17.134629229661627,True,6.945,False,False,False,True
268,29.99,3.39,Female,No,Fri,Dinner,3.0,True,11.303767922640882,True,9.996666666666666,False,False,False,True
269,43.8,4.39,Male,Yes,Sat,Lunch,3.0,True,10.02283105022831,True,14.6,False,False,False,True
270,8.9,1.5,Male,No,Fri,Lunch,1.0,True,16.85393258426966,True,8.9,False,False,False,True
271,23.91,2.65,Male,Yes,Fri,Dinner,2.0,True,11.083228774571309,True,11.955,False,False,False,True
272,33.8,3.0,Female,No,Fri,Dinner,3.0,True,8.875739644970414,True,11.266666666666666,False,False,False,True
273,40.9,4.67,Female,Yes,Sat,Lunch,3.0,True,11.418092909535453,True,13.633333333333333,False,False,False,True
274,22.66,2.5,Male,No,Sun,Lunch,3.0,True,11.032656663724625,True,7.553333333333334,False,False,False,True
275,29.76,3.0,Female,No,Sun,Lunch,3.0,True,10.080645161290322,True,9.92,False,False,False,True
276,15.0,2.5,Female,Yes,Sat,Dinner,2.0,True,16.666666666666668,True,7.5,False,False,False,True
277,22.5,2.6,Male,No,Thur,Lunch,3.0,True,11.555555555555555,True,7.5,False,False,False,True
278,33.6,3.0,Male,No,Fri,Dinner,2.0,True,8.928571428571429,True,16.8,False,False,False,True
279,25.65,2.56,Female,Yes,Sat,Lunch,2.0,True,9.980506822612087,True,12.825,False,False,False,True
280,30.0,3.0,Female,No,Sun,Lunch,3.0,True,10.0,True,10.0,False,False,False,True
281,16.7,1.5,Male,Yes,Thur,Dinner,2.0,True,8.982035928143713,True,8.35,False,False,False,True
282,25.55,2.3,Female,No,Fri,Lunch,3.0,True,9.001956947162425,True,8.516666666666667,False,False,False,True
283,27.79,2.59,Female,No,Sat,Dinner,2.0,True,9.319899244332493,True,13.895,False,False,False,True
284,30.3,2.15,Male,Yes,Thur,Dinner,3.0,True,7.095709570957095,True,10.1,False,False,False,True
285,10.1,1.8,Female,No,Thur,Lunch,2.0,True,17.821782178217823,True,5.05,False,False,False,True
286,16.68,1.9,Female,Yes,Sun,Dinner,2.0,True,11.390887290167866,True,8.34,False,False,False,True
287,16.68,1.9,Female,Yes,Sun,Dinner,2.0,True,11.390887290167866,True,8.34,False,False,False,True
288,19.9,2.0,Male,Yes,Sun,Lunch,2.0,True,10.050251256281408,True,9.95,False,False,False,True
289,30.35,3.3,Female,No,Sat,Lunch,3.0,True,10.87314662273476,True,10.116666666666667,False,False,False,True
290,44.34,4.1,Male,Yes,Sun,Dinner,4.0,True,9.246729815065402,True,11.085,False,False,False,True
291,23.45,2.4,Male,No,Sat,Lunch,2.0,True,10.23454157782516,True,11.725,False,False,False,True
292,17.7,2.35,Female,No,Thur,Lunch,2.0,True,13.276836158192092,True,8.85,False,False,False,True
293,24.5,2.69,Male,No,Fri,Lunch,3.0,True,10.979591836734693,True,8.166666666666666,False,False,False,True
294,18.0,1.9,Female,Yes,Thur,Dinner,2.0,True,10.555555555555555,True,9.0,False,False,False,True
295,27.8,2.59,Male,Yes,Fri,Lunch,3.0,True,9.316546762589928,True,9.266666666666667,False,False,False,True
296,35.6,13.55,Male,No,Fri,Dinner,3.0,True,38.061797752808985,True,11.866666666666667,False,True,False,True
297,29.9,2.1,Female,No,Fri,Lunch,3.0,True,7.023411371237459,True,9.966666666666667,False,False,False,True
298,16.57,1.79,Female,Yes,Sun,Dinner,2.0,True,10.8026554013277,True,8.285,False,False,False,True
299,8.88,1.0,Male,Yes,Fri,Lunch,1.0,True,11.26126126126126,True,8.88,False,False,False,True
300,20.66,1.9,Male,No,Thur,Dinner,2.0,True,9.19651500484027,True,10.33,False,False,False,True
301,44.4,3.89,Female,No,Sun,Lunch,3.0,True,8.76126126126126,True,14.799999999999999,False,False,False,True
302,32.56,2.96,Female,Yes,Sat,Lunch,3.0,True,9.09090909090909,True,10.853333333333333,False,False,False,True
303,27.8,2.59,Male,Yes,Fri,Lunch,3.0,True,9.316546762589928,True,9.266666666666667,True,False,False,True
304,35.6,3.55,Male,No,Fri,Dinner,3.0,True,9.97191011235955,True,11.866666666666667,True,False,False,True
305,29.9,2.1,Female,No,Fri,Lunch,3.0,True,7.023411371237459,True,9.966666666666667,True,False,False,True
306,16.57,1.79,Female,Yes,Sun,Dinner,2.0,True,10.8026554013277,True,8.285,True,False,False,True
307,8.88,1.0,Male,Yes,Fri,Lunch,1.0,True,11.26126126126126,True,8.88,True,False,False,True
308,20.66,1.9,Male,No,Thur,Dinner,2.0,True,9.19651500484027,True,10.33,True,False,False,True
309,44.4,3.89,Female,No,Sun,Lunch,3.0,True,8.76126126126126,True,14.799999999999999,True,False,False,True
310,32.56,2.96,Female,Yes,Sat,Lunch,3.0,True,9.09090909090909,True,10.853333333333333,True,False,False,True
311,13.55,2.89,Male,No,,Dinner,3.0,True,21.32841328413284,True,4.516666666666667,False,False,False,True
312,11.43,1.47,Male,No,,Lunch,2.0,True,12.860892388451443,True,5.715,False,False,False,True
313,14.56,3.45,Male,Yes,Sun,Dinner,3.0,True,23.695054945054945,True,4.8533333333333335,False,False,False,True
314,10.07,11.25,Male,No,Sat,Dinner,2.0,True,111.71797418073486,True,5.035,False,False,False,False
315,22.01,3.23,Female,,Fri,Lunch,2.0,True,14.675147660154474,True,11.005,False,False,False,True
316,13.69,2.0,Female,Yes,Thur,Lunch,2.0,True,14.609203798392988,True,6.845,False,False,False,True
317,21.34,2.98,Male,Yes,Thur,Dinner,3.0,True,13.964386129334583,True,7.113333333333333,False,False,False,True
318,12.89,3.0,Female,No,Thur,Dinner,2.0,True,23.273855702094647,True,6.445,False,False,False,True
319,19.65,3.1,Male,No,Sat,Lunch,2.0,True,15.776081424936388,True,9.825,False,False,False,True
320,1.01,1.68,Female,No,Sat,Lunch,1.0,True,166.33663366336634,True,1.01,False,False,False,False
321,19.65,2.09,Male,Yes,Sun,Dinner,2.0,True,10.63613231552163,True,9.825,False,False,False,True
322,21.56,3.66,Female,Yes,Sat,Lunch,3.0,True,16.97588126159555,True,7.1866666666666665,False,False,False,True
323,28.87,3.67,Female,No,Sun,Lunch,3.0,True,12.712157949428471,True,9.623333333333333,False,False,False,True
324,22.01,4.0,Male,Yes,Thur,Dinner,4.0,True,18.17355747387551,True,5.5025,False,False,False,True
325,19.76,2.21,Male,No,Sat,Dinner,3.0,True,11.18421052631579,True,6.586666666666667,False,False,False,True
326,19.09,3.0,Female,No,Thur,Dinner,3.0,True,15.71503404924044,True,6.363333333333333,False,False,False,True
327,23.9,3.98,Male,Yes,Thur,Dinner,3.0,True,16.652719665271967,True,7.966666666666666,False,False,False,True
328,25.89,3.89,Female,No,,Lunch,3.0,True,15.025106218617227,True,8.63,False,False,False,True
329,20.09,20.96,Female,No,Sun,Dinner,4.0,True,104.33051269288204,True,5.0225,False,False,False,False
330,14.56,2.78,Female,Yes,Sat,Lunch,2.0,True,19.09340659340659,True,7.28,False,False,False,True
331,19.23,2.01,Female,No,Sat,Lunch,3.0,True,10.452418096723868,True,6.41,False,False,False,True
332,28.45,2.45,Female,No,Thur,Dinner,2.0,True,8.611599297012303,True,14.225,False,False,False,True
333,33.45,4.67,Female,Yes,Sat,Lunch,3.0,True,13.961136023916291,True,11.15,False,False,False,True
334,24.67,2.5,Male,No,Sun,Lunch,3.0,True,10.133765707336845,True,8.223333333333334,False,False,False,True
335,26.9,3.0,Female,No,Sun,Lunch,3.0,True,11.152416356877325,True,8.966666666666667,False,False,False,True
336,17.6,2.5,Female,Yes,Sat,Dinner,2.0,True,14.204545454545453,True,8.8,False,False,False,True
337,21.0,2.6,Male,No,Thur,Lunch,3.0,True,12.380952380952381,True,7.0,False,False,False,True
338,30.15,3.0,Male,No,Fri,Dinner,2.0,True,9.950248756218906,True,15.075,False,False,False,True
339,29.35,2.56,Female,Yes,Sat,Lunch,2.0,True,8.722316865417376,True,14.675,False,False,False,True
340,31.5,3.0,Female,No,Sun,Lunch,3.0,True,9.523809523809524,True,10.5,False,False,False,True
341,14.69,1.5,Male,Yes,Thur,Dinner,2.0,True,10.211027910142954,True,7.345,False,False,False,True
342,24.0,2.3,Female,No,Fri,Lunch,3.0,True,9.583333333333332,True,8.0,False,False,False,True
343,26.35,2.59,Female,No,,Dinner,2.0,True,9.829222011385198,True,13.175,False,False,False,True
344,16.65,2.94,Female,No,Sun,Dinner,3.0,True,17.65765765765766,True,5.55,False,False,False,True
345,21.56,3.34,Male,Yes,Sat,Lunch,3.0,True,15.491651205936922,True,7.1866666666666665,False,False,False,True
346,25.68,2.78,Female,No,Sun,Lunch,3.0,True,10.825545171339565,True,8.56,False,False,False,True
347,22.33,3.9,Male,Yes,Thur,Dinner,4.0,True,17.465293327362293,True,5.5825,False,False,False,True
348,18.67,2.09,Female,No,Sat,Dinner,3.0,True,11.194429566148902,True,6.223333333333334,False,False,False,True
349,18.09,3.45,Female,No,Thur,Lunch,3.0,True,19.071310116086234,True,6.03,False,False,False,True
350,21.67,3.0,Male,Yes,Thur,Dinner,4.0,True,13.844023996308259,True,5.4175,False,False,False,True
351,27.23,2.9,Male,No,Fri,Lunch,3.0,True,10.650018362100624,True,9.076666666666666,False,False,False,True
352,18.89,22.23,Male,No,Sun,Lunch,5.0,True,117.68131286394917,True,3.778,False,False,False,False
353,16.37,3.21,Female,Yes,Sat,Lunch,2.0,True,19.609040928527794,True,8.185,False,False,False,True
354,19.12,2.22,Female,No,,Lunch,4.0,True,11.610878661087867,True,4.78,False,False,False,True
355,18.99,3.3,Female,,Thur,Lunch,-2.0,True,17.377567140600316,False,,False,False,False,True
356,6.69,0.01,Male,No,Thur,Dinner,22.0,True,0.14947683109118085,False,,False,False,False,True
357,21.37,1.0,Female,No,Sun,Lunch,,True,4.679457182966775,False,,False,False,False,True
358,13.28,2.22,Female,Yes,Sat,Lunch,10.0,True,16.71686746987952,False,,False,False,False,True
359,-7.78,1.99,Female,No,Thur,Lunch,1.0,False,,True,,False,False,False,False
360,9.96,2.87,Female,Yes,Fri,Dinner,4.0,True,28.815261044176705,True,2.49,False,False,False,True
361,18.38,3.01,Female,No,Sat,Dinner,3.0,True,16.376496191512516,True,6.126666666666666,False,False,False,True
362,16.69,2.68,Male,No,Sun,Lunch,3.0,True,16.057519472738164,True,5.5633333333333335,False,False,False,True
363,22.38,3.01,Male,No,Sun,,2.0,True,13.449508489722968,True,11.19,False,False,False,True
364,24.55,2.0,Male,No,Sat,Lunch,2.0,True,8.146639511201629,True,12.275,False,False,False,True
365,20.0,12.9,Female,Yes,Sun,Dinner,5.0,True,64.5,True,4.0,False,False,False,True
366,27.56,3.59,Female,Yes,Sun,Dinner,4.0,True,13.02612481857765,True,6.89,False,False,False,True
